"ID";"NAME";"DATE";"CONTENT";"STATUS";"SOLUTION"
"517";"Perfil Coordenador";"2012-10-02 08:28:00";"Perfil de Coordenador ao solicitante que é Vice Coordenador do curso de Ciências Sociais.
Ele já tinha acesso mas essa semana não consegue visualizar o perfil de coordenador.
CPF: 032.501.844-89
SIAPE: 1498038";"closed";"&lt;p&gt;Adicionei ao perfil do professor o perfil de coordenador do curso ci&#234;ncias sociais licenciatura.&lt;/p&gt;
&lt;p&gt;logim e senha s&#227;o as mesma do diario de classe.&lt;/p&gt;"
"518";"Problemas de conectividade";"2012-10-02 08:34:00";"Ramal: 1222
Após queda de energia ontem pela manhã o bloco inteiro está sem acesso à internet.
- FAMED, prédio novo, apresenta o mesmo problema.
- FSSO, apresenta o mesmo problema.";"closed";"&lt;p&gt;Fui hoje e estava tudo normalizado, provavelmente o switch travou ap&#243;s a volta da energia.&lt;/p&gt;"
"519";"Problema - Telefonia";"2012-10-02 10:19:00";"E-mail: thays.silva@agu.gov.br
Ramal: 1026
Mudar local do ponto e instalação do aparelho Voip.
Sala: Procuradores.";"closed";NULL
"559";"verificação de equipamento";"2012-10-03 10:41:00";"Telefone: 1012 / 9931-7658
Patrimônio: 10.092373
Modelo: INFOWAY
Número de série: SM 3322
Problema: Configurar para a rede-reitoria.";"closed";NULL
"520";"Verificação de equipamento no local";"2012-10-02 10:28:00";"E-mail: araujo_bsb@uol.com.br
Ramal: 1251 / 1252
Formatar computadores do Laboratório de Informática. ";"closed";"&lt;p&gt;Falei com Adriana e orientei para que eles tragam as m&#225;quinas para serem formatadas aqui no suporte.&lt;/p&gt;
&lt;p&gt;Pode fechar o chamado.&lt;/p&gt;"
"521";"Problemas de conectividade";"2012-10-02 10:44:00";"Ramal: 1292
Setor: LASSOP
Sem acesso à internet, provavelmente o problema é relacionando à falta de internet do COS, já que o setor tem acesso à rede distribuída pelo COS.";"closed";"&lt;p&gt;Sandra,&lt;/p&gt;
&lt;p&gt;&#160;&lt;/p&gt;
&lt;p&gt;Eu estive no Decos hoje pela manh&#227; e verifiquei que a conectividade esta OK, tamb&#233;m tive no lassop, me informaram que estiveram no DECOs e ue o cabo que liga o conversor estava desconectado. Provavelmente algu&#233;m desconectou para o usar um pc pessoal. A internet tmab&#233;m estava OK no lassop.&lt;/p&gt;"
"522";"Incubadora sem internet.";"2012-10-02 10:50:00";"Telefone: 1121
Problema: Conforme chamado relacionado (447), um tecnico verificou o ponto de rede da sala da Incubadora (que fica na parede) está sem sinal de internet; testou com outro cabo para saber se podia ser o cabo com defeito, mas o problema não se encontra no cabo.
O suporte não sabe se esse ponto da parede vem de outro setor secundário, mas provavelmente é o ponto principal, que se apresenta com problema.";"closed";"&lt;p&gt;Resolvido.&lt;/p&gt;"
"523";"EAD- ACESSO A TAREFAS E FORUNS";"2012-10-02 10:47:00";"Acesso às Tarefas e Fóruns da primeira e segunda semanas.
Verificar os casos dos Tutores McDowell Antônio e Márcio Jamerson que estão sem acesso à Fóruns e Tarefas da Disciplina Estado, Governo e Mercado.
 ";"closed";"&lt;p&gt;N&#227;o foram encontrados problemas no acesso dos tutores aos f&#243;runs e tarefas da disciplina Estado, Governo e Mercado no curso de Gest&#227;o P&#250;blica Municipal. Est&#227;o dispon&#237;veis n&#227;o s&#243; a visualiza&#231;&#227;o dos f&#243;runs, como o acesso &#224;s atividades postadas.&lt;/p&gt;
&lt;p&gt;Procurar saber qual foi exatamente o problema relatado pelos tutores.&lt;/p&gt;"
"524";"Formulário da Transpal";"2012-10-02 10:48:00";"Usuária: ANA CLARA REIS BRANCO DA SILVA
Matrícula: 12110269
Curso:	Engenharia Civil - Presencial - Campus Maceió - Bacharelado - Diurno - Semestral
CPF: 095.105.144-03
Contato: 8817 9548";"closed";"&lt;p&gt;Dados gerados e enviados para A Transpal.&lt;/p&gt;"
"551";"Problema de conectividade";"2012-10-03 08:39:00";"Falta de internet na secretaria da famed a todo momento a internet fica instavel ou simplismente não tem.";"closed";"&lt;p&gt;Favor notificar o departamento de Redes. Pois existem in&#250;meros chamados referente a este problema e j&#225; relatei varios fatos que indicam que o atendimento dever&#225; ser realizado pelo setor de REDES. Mais uma vez.&lt;/p&gt;"
"526";"Moodle 2";"2012-10-02 11:52:00";"Telefone: 82 8102-5903 / 3481-0162
070.490.854-99
Problema: A solicitante não consegue adicionar comentários (responder) fórum porque não tem o link para ela clicar.";"closed";"&lt;p&gt;Os t&#243;picos criados no f&#243;rum em quest&#227;o n&#227;o estavam associados a nenhum grupo, impossibilitando a intera&#231;&#227;o dos alunos. Alterei os t&#243;picos do f&#243;rum de apresenta&#231;&#227;o da disciplina corrente, de forma que a aluna j&#225; pode responder o t&#243;pico correspondente &#224; sua turma.&lt;/p&gt;"
"527";"Moodle";"2012-10-02 12:01:00";"Telefone: Não informado.
SIAPE: 11020435
CPF: Não informado.
Turma da Especialização de Educação em Direitos Humanos.
Problema: A Joelma verificou no Moodle e a conta da usuária foi cancelada.";"closed";"&lt;p&gt;Com o fim do Curso de Especializa&#231;&#227;o de Educa&#231;&#227;o em Direitos Humanos, a coordena&#231;&#227;o do curso determinou o bloqueio do acesso de todos os seus alunos. Assim, o Anderson cancelou todas as contas dos alunos, impossibilitando o acesso ao curso j&#225; finalizado.&lt;/p&gt;"
"528";"Equipamento para manutenção";"2012-10-02 12:15:00";"Setor: Coordenação de Extensão da FDA 
Telefone: 1256 / 9954-7173
Patrimônio: 10.141.226
Modelo: hp
Número de série: BRG206F3SC
Problema: A máquina é nova, instalar programas essenciais.";"closed";"&lt;p&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Programas essenciais instalados...&#160;&lt;/span&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Foxit Reader;&lt;/span&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Winrar;&lt;/span&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Messenger;&lt;/span&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Firefox;&lt;/span&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Chrome;&lt;/span&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Microsoft Essentials;&lt;/span&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Java;&lt;/span&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Flash;&lt;/span&gt;&lt;br style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;"" /&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;Libre Office 3.6.1.&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&#160;&lt;/p&gt;
&lt;p&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 11px; background-color: #f8fafb;""&gt;M&#225;quina pronta para entrega.&lt;/span&gt;&lt;/p&gt;"
"529";"SIE WEB-PROBLEMA COM O HISTÓRICO ANALITICO";"2012-10-02 12:11:00";"Telefone:8847-5878 
Problema: O aluno é de 2010/2 e esta aparecendo disciplina de 2010/1 e constam como RF, o solicitante pede para regularizar sua situação.
matricula:10210232
cpf:08995918411";"closed";NULL
"530";"Instalação e compartilhamento de impressora.";"2012-10-02 12:46:00";"Setor: Coordenação de Extensão (localizada dentro da sala dos professores)
Telefone: 1256
Patrimônio:10.141.079
Modelo: OfficeJet 4500 escritório
Problema: Instalar impressora nova, HP, na coordenação de extensão, e compartilhar a mesma com os computadores.

O setor só funciona pela manhã (8 ás 12).";"closed";"&lt;p&gt;&lt;span style=""font-family: 'Bitstream Vera Sans', arial, Tahoma, 'Sans serif'; font-size: 10.909090995788574px;""&gt;Fui ao local e montei um computador novo e impressora, mas n&#227;o foi poss&#237;vel ligar o computador por n&#227;o terem tomada/estabilizador para ele. N&#227;o foi poss&#237;vel ligar tamb&#233;m a impressora, pois eles n&#227;o t&#234;m cabo usb para ela.&lt;/span&gt;&lt;/p&gt;"
"531";"FALTA DE INTERNET NA SALA 101 DA FEAC";"2012-10-02 12:54:00";"Telefone: 1224
 Problema: na sala 101 esta sem internet desde a semana passada, ela fica no bloco 14 onde fica as salas de aula da FEAC.
e-mail:carlostorres@jrcconsultoria.com.br";"closed";"&lt;p&gt;Pessoal,&lt;/p&gt;
&lt;p&gt;&#160;&lt;/p&gt;
&lt;p&gt;Foi ddetectado que a configura&#231;&#227;o do AP que distirubui a internet no local estava errada, colocaram como DNS, o DNS da google, foi alterado para o DNS da UFAL e voltou a funcionar. Caso seja necess&#225;rio alterar as configura&#231;&#245;es &#233; necess&#225;rio comunicar ao NTI.&lt;/p&gt;"
"532";"Problema com pastas na rede reitoria";"2012-10-02 12:59:00";"Telefone: 1052

Problema: segundo a solicitante, várias pastas na Rede Reitoria estão desaparecendo, ficando o trabalho da ASCOM prejudicado.";"closed";"&lt;p&gt;As pastas est&#227;o sendo acessadas normalmente.&lt;/p&gt;"
"533";"COMPUTADOR DA SIMFRA";"2012-10-02 13:01:00";"Telefone: 1517/1505
Patrimônio:10.132.982
Modelo:HP
Número de série: BRG112FCST 
Problema: VERIFICAR A MEMÓRIA E FONTE, A MAQUINA MUITAS VEZES NÃO QUER LIGAR E FICA COM UMA LUIZ VERMELHA PISCANDO E TOCANDO UM SINAL

Obs: NÃO HÁ NECESSIDADE DE FORMATAÇÃO";"closed";"&lt;p&gt;HP concluiu o chamado. M&#225;quina pronta para entrega.&lt;/p&gt;
&lt;p&gt;Placa m&#227;e estava com defeito, e o t&#233;cnico da HP trocou por uma nova.&lt;/p&gt;"
"535";"MOODLE  - TUTORIA ";"2012-10-02 13:35:00";"Conforme os e-mails abaixo, por favor veja os casos dos Tutores McDowell Antônio e Márcio Jamerson que estão sem acesso à Fóruns e Tarefas da Disciplina Estado, Governo e Mercado.
 
---------------------------------------------------------------------------------------
Caro Professor Angelo, desde o início da disciplina o único Tutor a apresentar dificuldade de acesso as atividades na plataforma foi o McDowell Antônio. A única exceção foi o Márcio Jamerson  que me enviou um email  dizendo que não estava conseguindo hoje acessar o Fórum e a Tarefa III.  Por esta razão acredito que deve ser algum problema técnico específico ao acesso deles. Com a palavra o NTI.
Abs,
 
Reynaldo Jr.
----------------------------------------------------------------------------------------
O Tutor Mcdowell Antônio me enviou mensagem pela Plataforma dizendo que não está tendo aceso às Tarefas e Fóruns da primeira e segunda semanas.
 
Veja se esse problema também ocorre com outros Tutores.";"closed";NULL
"592";"Acesso ao SIE WEB";"2012-10-03 20:17:00";"MEMO N°10/2012
Solicitação de acesso no sistema SIE WEB , aos módulos OFERTA, ALUNO E RELATORIOS, dos cursos de Matemática Licenciatura e bacharelado, para a servidora : KARENN CRISTINA LIMA SANTIAGO DE MELO, MATRICULA SIAPE Nº 1736204.

No documento há a assinatura tambem do Coord. do curso de Matematica Bacharelado( André Luiz Contiero), mas não o encontrei no campo de requerente.
";"closed";"&lt;p&gt;A servidora:KARENN CRISTINA LIMA SANTIAGO DE MELO foi adicionada ao grupo de secretario nivel2, o que siguinifica que ela poder&#225; realizar todas as atividade da coordena&#231;&#227;o.&lt;/p&gt;"
"536";"MOODLE - ACESSO CANCELADO";"2012-10-02 13:56:00";"Não está conseguindo acessar o Moodle.

Matrícula: 11020177 - Especialização Em Educação Em Direitos Humanos E Diversidade - Ensino a Distância - Campus Maceió - Especialização Lato-Sensu

Telefones: 99331829/33242841/999950567";"closed";"&lt;p&gt;Por determina&#231;&#227;o da coordena&#231;&#227;o do curso, os alunos tiveram suas contas suspensas, pois o curso j&#225; foi encerrado.&lt;/p&gt;"
"537";"SIE WEB - FREQUÊNCIA";"2012-10-02 14:24:00";"SOLICITA QUE O REGISTRO DE FREQUENCIA DO ALUNOS DA TURMA DE PDL019 - VESPERTINO SEJA ZERADO.


Telefone: 81409391
Patrimônio: ANGELICAGP2004@YOAHOO.COM.BR
";"closed";"&lt;p&gt;As frequ&#234;ncias para a disciplina mencionada anteriormente foram exclu&#237;das.&lt;/p&gt;"
"539";"e-mail instituicional da reitoria";"2012-10-02 14:45:00";"Telefone: 1007
 Problema:A solicitante pede com urgencia o acesso a esse e-mail institucional,pois necessita realizar reservas de hospedagem para os professores da UFAL eé através desse e-mail que ela recebe as confirmações.
e-mail:hospedagem@reitoria.ufal.br";"closed";"&lt;p&gt;&lt;span style=""color: #333333; font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 14px; line-height: 20px; background-color: #f9f9f9;""&gt;jesiane.souza@reitoria.ufal.br foi adicionada ao grupo hospedagem@reitoria.ufal.br&lt;/span&gt;&lt;/p&gt;"
"540";"SIE - HISTÓRICO ANALÍTICO";"2012-10-02 15:04:00";"Solicitante não está conseguindo gerar seu histórico analítico. Aparece a mensagem de erro: 

Ops!
O sistema se comportou de maneira inesperada.


CPF:135.392.157-35
MATRICULA: 12111275
EMAIL: ALEOCHI@GMAIL.COM


Obs.: Necessita do histórico para fazer a reopção.";"closed";"&lt;p&gt;Matriz curricular do aluno estava sem informa&#231;&#245;es de reconhecimento do curso.&lt;/p&gt;
&lt;p&gt;Sistema alterado para emitir mensagem em branco de reconhecimento caso a PROGRAD n&#227;o informe estes dados.&lt;/p&gt;
&lt;p&gt;Caso aluno reclame sobre reconhecimento nao informado no hist&#243;rico anal&#237;tico, ele deve procurar a PROGRAD para que seja cadastrada na matriz do curso.&lt;/p&gt;"
"542";"Criação de Conta Rede Reitoria";"2012-10-02 15:28:00";"Criação de Conta rede reitoria para Adryelly Carvalho Melo da Silva
CPF nº 064.301.054-82 - Lotação - PROGEP/CQVT
E-mail - adryellymelo@hotmail.com
Telefone - 3214-1032";"closed";"&lt;p&gt;Contra criada com senha padr&#227;o (123Mudar)&lt;/p&gt;"
"584";"Sem internet";"2012-10-03 16:05:00";"Telefone:1320
A secretaria do ichca,laboratorio do ichca, cgti e na sala do vice-coordenador encontra-se sem internet.";"closed";"&lt;p class=""western"" style=""margin-bottom: 0cm;""&gt;Pessoal,&lt;/p&gt;
&lt;p class=""western"" style=""margin-bottom: 0cm;""&gt;&#160;&lt;/p&gt;
&lt;p class=""western"" style=""margin-bottom: 0cm;""&gt;Acabamos de chegar do CSAU, fizemos algumas configura&#231;&#245;es para solucionar o problema que esta ocorrendo com bastante frequ&#234;ncia no CSAU.&lt;/p&gt;"
"544";"Email institucional";"2012-10-02 16:47:00";"Telefone: 1096
O requerente envia mensagem do seu email institucional, mas o destinatario não recebe.
cpf: 012.173.284-32
Siape: 2644989
email instucional: daniell.pontes@sinfra.ufal.br
email alternativo:daniellpontes@gmail.com";"closed";NULL
"545";"SOLICITA UMA LISTA DE FORMANDOS NO CURSO DE METEOROLOGIA.";"2012-10-02 16:44:00";"a REQUERENTE SOLICITA UMA LISTA INFORMANDO O NÚMERO DE ALUNOS FORMADOS NO CURSO DE METEOROLOGIA DIURNO E NOTURNO DE 2007 ATÉ A PRESENTE DATA.";"closed";"&lt;p&gt;Foi anexada ao chamado uma planilha contendo o total de alunos formados por ano para cada turno (diurno/noturno) e regime (anual/semestral).&lt;/p&gt;"
"546";"Falta de internet.";"2012-10-02 17:06:00";"Telefone: 88402058
Falta de internet da direção do ichca.
";"closed";"&lt;p&gt;Pessoal,&lt;/p&gt;
&lt;p&gt;&#160;&lt;/p&gt;
&lt;p&gt;Estou detectando que existem usu&#225;rios conectados a internet no ICHCA e acabo de falar com Juliana do ICS, no qual pertence a redes do ICHCA, a mema me informou que esta com conectividade.&#160;&lt;/p&gt;
&lt;p&gt;&#160;&lt;/p&gt;
&lt;p&gt;Hoje dia 09-10-2012, entrei em cotato com Rosana da coordena&#231;&#227;o de Letras, a mesma me informou que esta OK com a conectividade.&lt;/p&gt;
&lt;p&gt;Executamos um procedimento que verifica se existe algum equipamento distribiundo DHCP em outra faixa de IP desconhecida. Os procedimentos j&#225; foram executados, no momento estamos com a funcionalidade ok. Caso o problema venha ocorrer estamos coninuamente trabalhando para resolver.&lt;/p&gt;"
"547";"TELEFONE COM PROBLEMA";"2012-10-02 17:08:00";"Telefone para contato: 1501(secretaria)

Problema: Telefone está mudo, não recebe ligações nem liga, aparelho antigo,
RAMAL com problema:1506 (Coordenação de licitação)";"closed";NULL
"575";"Criação de Conta de e-mail institucional";"2012-10-03 14:23:00";"Criação de Conta de E-mail Institucional para Silvana Marcia de Andrade Medeiros
CPF nº 337.528.854-91 - Lotação - Unidade Educacional de Palmeira dos Índios
E-mail - medeiros.silvana@gmail.com
Telefone - 3324-1107";"closed";"&lt;p&gt;e-mail j&#225; criado.&lt;/p&gt;
&lt;p&gt;e-mail:&#160;&lt;span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px;""&gt;medeiros.silvana@palmeira.ufal.br&lt;/span&gt;&lt;/p&gt;
&lt;p&gt;&lt;span style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px;""&gt;senha: 8 primeiros d&#237;gitos do CPF&lt;/span&gt;&lt;/p&gt;"
"548";"Configurar impressora na rede.";"2012-10-02 18:00:00";"Telefone: 1106
Patrimônio:10004955
Modelo:samsung 
Número de série: ml 3561md
Problema: configurar impressora em rede.";"closed";NULL
"550";"adicionar pessoas a listagem de email.";"2012-10-02 19:35:00";"Adicionar socorro ao email da gps.
email da socorro: socorro@sinfra.ufal.br";"closed";"&lt;p&gt;Diogo adicionou a socorro a listagem de gps.Email enviado para o solicitante.&lt;/p&gt;"
"552";"SIE WEB";"2012-10-03 08:52:00";"Telefone: 9444-8487
Problema: A usuária não está conseguindo digitar a frequência e nem as médias que faltam do primeiro período do ano 2012.1. A mesma é professora substituta e o contrato dela acabou, mas ainda faltam digitar algumas pendências.";"closed";"&lt;p&gt;A requerente dever&#225; procurar o DRCA para o lan&#231;amento das notas e faltas, j&#225; que seu contrato foi encerrado.&lt;/p&gt;"
"553";"Equipamento para manutenção no local";"2012-10-03 08:59:00";"Setor: Secretaria de Matemática e sala da direção
Telefone: 1403
Email: edjams@gmail.com
Problema: Instalar o Token para abrir o SCDP em duas máquinas.";"closed";"&lt;p&gt;Fui ao local, ontem, dia 03/10, s&#243; foi poss&#237;vel instalar o token em 1 m&#225;quina. Em outra a m&#225;quina n&#227;o reconhecia o instalador.&lt;/p&gt;"
"554";"Equipamento para manutenção";"2012-10-03 09:03:00";"Telefone: 1032
Patrimônio: 10.024.295
Modelo: INFOWAY
Número de série: ST4150
Problema: A máquina estava travando e depois parou de funcionar.";"closed";NULL
"555";"Portais";"2012-10-03 09:22:00";"Telefone: 9940-1935 / 8844-2632 / 1384
Email: iqb.contato@gmail.com
Problema: Criação de baner para portal do IQB. 
- Convidamos a todos para comemoração de 20 anos PPGQB.
- Dia 24/10/2012 da 09h as 18h no auditório do CSAU
- Mais informações clique aqui.";"closed";"&lt;p&gt;Banner foi criado e colocado no portal!&lt;/p&gt;"
"556";"E-mail institucional novo";"2012-10-03 09:28:00";"No perfil do LDAP não consta o e-mail instituicional que é o:
ccma@dap.ufal.br .

O e-mail antigo ainda é possivel visualizar.
por este motivo o solicitante não consegue se logar no novo e-mail.";"closed";"&lt;p&gt;solicitante informado&lt;/p&gt;"
"557";"verificação de equipamento no local";"2012-10-03 10:04:00";"verificar se o ponto de internet esta funcionando e se o NTI tem um cabo maior para que seja trocado.";"closed";"&lt;p&gt;Fechar Chamado, internet funcionando perfeitamente.&lt;/p&gt;"
"558";"transpal";"2012-10-03 10:17:00";"enviar formulário da transpal
matrícul da aluna: 12113235
os dados da aluna já foi enviado pela transpal no dia 25/07
favor reenvia-los";"closed";"&lt;p&gt;Dados gerados e enviados para Transpal.&lt;/p&gt;"
"560";"e-mail novo";"2012-10-03 10:43:00";"o professor não consegue acesar o novo e-mail pois consta conta desativa.
o e-mail que consta no LDAP é o hilario@pos.matematicau.fal.br e deveria estar é o hilario@mat.ufal.br
cpf do professor: 128.736.914-68";"closed";"&lt;p&gt;Problema solucionado, em caso de d&#250;vidas entrar em contato com o NTI, contato: 3214-1015/ 3214-1114&lt;/p&gt;"
"561";"verificação de equipamento";"2012-10-03 10:45:00";"Telefone: 1012 / 9931-7658
Patrimônio: 10.012.450
Modelo: hp
Número de série: BRG914F6YN
Problema: A máquina liga mas não inicializa, o windows não roda.";"closed";"&lt;p&gt;A m&#225;quina esta iniciando normalmente. Ainda foi feita uma manuten&#231;&#227;o corretiva para evitar problemas futuros.&lt;/p&gt;"
"562";"verificação de equipamento no local";"2012-10-03 10:49:00";"Sala dos Professores
Telefone: 1332
Patrimônio: 10.132.601
Modelo: ITAUTEC
Número de série: Não consta
Problema: A máquina não abre tela.";"closed";NULL
"563";"e-mail novo";"2012-10-03 10:58:00";"solicitante não consegue acessa novo e-mail.
tentei entrar no perfil do solicitante e não consegui.
cpf:00758516444
alan@dcf.ufal.br";"closed";NULL
"603";"Problemas - Telefonia";"2012-10-04 11:03:00";"Solicitante: Wendel Silva Soares
Ramal com problema: 1082
Ramal contato: 1084
Não executa ligações externas nem internas.";"closed";NULL
"564";"WEB MAIL";"2012-10-03 11:03:00";"Telefone: 8822-7052 / 1024 / 8146-9730
Problema: O solicitante está sem conta de WEBMAIL, coloquei o nome dele no LDAP e só existe email secundário.
Email: gilberfilho@sinfra.ufal.br
CPF: 057948964-77";"closed";NULL
"565";"Problema de Internet no ICHCA";"2012-10-03 12:16:00";"A Internet está intermitente. Ligar para o Enildo para saber os detalhes: 8146-9588.

É preciso atender esse chamado com urgência.
Rodrigo.";"closed";"&lt;p&gt;Pessoal,&lt;/p&gt;
&lt;p&gt;&#160;&lt;/p&gt;
&lt;p&gt;Executamos um procedimento que verifica se existe algum equipamento distribiundo DHCP em outra faixa de IP desconhecida. Os procedimentos j&#225; foram executados, no momento estamos com a funcionalidade ok. Caso o problema venha ocorrer estamos coninuamente trabalhando para resolver.&lt;/p&gt;"
"566";"PROBLEMAS COM REDE INTERNA";"2012-10-03 12:40:00";"Telefone: 1675/1078
E-MAIL: ANABASTOS1@GMAIL.COM

Problema: A rede interna Z do setor, está com problemas. Quando um documento é criado o processo para salvar o mesmo é demorado; e ao tentar acessar esse mesmo documento em outro computador, ele é perdido ou não encontrado.

Obs.: Pede que se possível, o atendimento seja realizado pela Junny, pelo fato  de ela já conhecer a rede do setor (segundo solicitante).";"closed";"&lt;p&gt;Foi iniciado o processo de inclus&#227;o dos computadores da Proex na Rede Reitoria. Com isso, esse chamado j&#225; pode ser fechado, pois a solu&#231;&#227;o j&#225; ser&#225; implementada durante o processo.&#160;&lt;/p&gt;"
"567";"INSTALAÇÃO DE COMPUTADOR";"2012-10-03 12:46:00";"Telefone: 1675/1078
E-MAIL: ANABASTOS1@GMAIL.COM

Problema: SOLICITA QUE O COMPUTADOR NOVO DA HP DO SETOR SEJA INSTALADO.";"closed";"&lt;p&gt;Instalei o computador novo da HP no setor e tamb&#233;m configurei a impressora HP Laserjet 1010 para que ela possa ser compartilhada pelos outros computadores circunvizinhos.&lt;/p&gt;"
"568";"MOODLE - ACESSO CANCELADO";"2012-10-03 13:07:00";"Não está conseguindo acessar a plataforma.

Matricula: 11020455 - TURMA C  MARAGOGI
ROSINEIDE BARBOSA FERREIRA ";"closed";"&lt;p&gt;Por determina&#231;&#227;o da coordena&#231;&#227;o do curso, todos os alunos tiveram suas contas suspensas com o encerramento do curso.&lt;/p&gt;"
"569";"Moodle - aluna com dificuldade de acesso.";"2012-10-03 13:34:00";"Problema: A aluna JANAINA OLIVEIRA DE MORAES, esta com o registro abaixo no Moodle
""JANAINA OLIVEIRA DE MORAES (a conta deste usuário foi cancelada)
Nome de usuário: 11020072 - E-mail: &lt;janaina_ssomoraes@hotmail.com&gt; - Último acesso: 01/10/2012 20:16:17
http://www.ead.ufal.br/user/view.php?id=23163 - Visualizar perfil - Modificar perfil - Moodmin""

Curso: Educação em Direitos Humanos e Diversidade -EDHDI
";"closed";"&lt;p&gt;Joelma, por determina&#231;&#227;o da coordena&#231;&#227;o do curso, todos os alunos tiveram suas contas suspensas, pois o curso j&#225; foi encerrado.&lt;/p&gt;"
"590";"PONTO DE REDE";"2012-10-03 19:49:00";"Telefone: 1048

Problema: DE ACORDO COM CHAMADO 410,PRECISA INSTALAR UM PONTO DE REDE.
TELEFONIA ESTÁ NO AGUARDO.";"closed";NULL
"570";"MOODLE - ACESSO CANCELADO";"2012-10-03 13:41:00";"Sem acesso a plataforma Moodle.

Matricula: 11020437 - Especialização em Direitos Humanos";"closed";"&lt;p&gt;Por determina&#231;&#227;o da coordena&#231;&#227;o do curso, os alunos tiveram suas contas suspensas, pois o curso j&#225; foi encerrado.&lt;/p&gt;
&lt;hr /&gt;
&lt;p&gt;A requerente dever&#225; entrar em contato com a coordena&#231;&#227;o do curso, pois a determina&#231;&#227;o foi de suspender o acesso de todos os alunos do curso.&lt;/p&gt;"
"571";"Conta Rede Reitoria";"2012-10-03 13:49:00";"Criação de Conta Rede Reitoria para  Karina de Morais  Sampaio Melo
CPF nº 046.137.874.40 - Lotação DAP-SEJUR
E-mail - Karina-msmelo@hotmail.com
Telefone - 3214-1106";"closed";NULL
"607";"Criação de Conta Rede Reitoria";"2012-10-04 13:47:00";"Criação de Conta Rede Reitoria para Liv Lessa Lima 
CPF nº 054.576.604-43 - LOTAÇÃO - DAP
E-mail- liv-lessa@msn.com
Telefone: 3214-1106  ";"closed";"&lt;p&gt;Conta criada, senha 123Mudar, mudar no primeiro loggon&lt;/p&gt;"
"572";"Sala da pós graduação em Letras com problemas de conectividade";"2012-10-03 13:59:00";"Telefone: 1343
E-mail: ppgll_ines7@yahoo.com.br
Problema: Há três salas e em uma das salas, os dois computadores estão sem internet, aparecendo o aviso amarelo com exclamação na parte de conectividade.
Curso: ICHCA, Pós Graduação em Letras
Horário de funcionamento: das 8 às 13";"closed";NULL
